Bulbasaur,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
7,0,15,14,21,1488,101,0.9954
8,1,14,15,21,1495,101,0.9951
9,1,14,14,21,1491,101,0.9951
10,2,13,15,21,1499,101,0.9947
11,2,13,14,21,1494,101,0.9947
12,2,15,13,21,1497,100,0.9946
13,3,14,13,21,1500,100,0.9943
14,3,12,14,21,1497,101,0.9943
15,0,12,11,21.5,1498,100,0.9941
16,0,14,9,21.5,1496,99,0.994
17,0,10,13,21.5,1500,101,0.994
18,4,11,14,21,1500,101,0.9938
19,0,8,14,21.5,1497,102,0.9937
20,1,13,9,21.5,1499,99,0.9936
4096,15,1,0,21,1468,92,0.9025
,,,,,,,
Deino,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,1062,123,1
2,14,15,15,40,1053,123,0.9924
3,15,15,14,40,1058,122,0.9919
4,15,14,15,40,1057,123,0.9907
5,15,15,15,39.5,1054,122,0.9848
6,15,15,14,39.5,1051,122,0.9848
7,13,15,15,40,1045,123,0.9847
8,14,15,14,40,1050,122,0.9843
9,15,15,13,40,1055,121,0.9837
10,14,14,15,40,1049,123,0.9832
11,15,14,14,40,1053,122,0.9827
12,15,13,15,40,1052,123,0.9815
13,15,15,15,39,1046,122,0.9777
14,14,15,15,39.5,1046,122,0.9773
15,14,15,14,39.5,1043,122,0.9773
16,12,15,15,40,1037,123,0.9771
17,13,15,14,40,1042,122,0.9767
18,15,15,13,39.5,1047,121,0.9767
19,14,15,13,40,1047,121,0.9762
20,15,14,15,39.5,1049,122,0.9757
4096,0,0,0,40,829,111,0.6881
,,,,,,,
Zweilous,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,15,32.5,1500,142,1
2,1,15,15,32,1498,142,0.9982
3,0,11,14,33.5,1500,143,0.9959
4,0,14,10,33.5,1499,140,0.995
5,0,12,15,33,1497,143,0.9948
6,0,13,14,33,1498,142,0.9946
7,0,15,9,33.5,1500,139,0.9945
8,0,14,13,33,1499,141,0.9942
9,0,15,12,33,1500,140,0.9938
10,0,15,11,33,1496,140,0.9938
11,0,14,15,32.5,1495,142,0.9933
12,0,15,14,32.5,1496,141,0.993
13,0,15,13,32.5,1493,141,0.993
14,1,13,15,32.5,1500,142,0.9929
15,1,14,13,32.5,1497,141,0.9925
16,1,15,12,32.5,1498,140,0.9921
17,0,15,15,32,1488,142,0.992
18,1,14,15,32,1493,142,0.9916
19,1,15,14,32,1494,141,0.9912
20,2,13,15,32,1497,142,0.9911
4096,15,1,0,32,1489,130,0.9011
,,,,,,,
Hydreigon,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,10,15.5,1499,116,1
2,0,13,12,15.5,1499,117,0.9987
3,0,11,14,15.5,1498,118,0.9972
4,1,10,14,15.5,1500,118,0.9961
5,1,15,8,15.5,1498,115,0.9953
6,0,14,11,15.5,1499,116,0.9951
7,0,14,10,15.5,1496,116,0.9951
8,1,13,10,15.5,1498,116,0.994
9,0,12,13,15.5,1498,117,0.9937
10,0,12,12,15.5,1495,117,0.9937
11,2,12,10,15.5,1500,116,0.9929
12,1,11,13,15.5,1500,117,0.9926
13,1,11,12,15.5,1497,117,0.9926
14,0,10,15,15.5,1497,118,0.9922
15,0,10,14,15.5,1494,118,0.9922
16,2,10,12,15.5,1499,117,0.9915
17,0,15,9,15.5,1496,115,0.9914
18,0,15,8,15.5,1493,115,0.9914
19,1,9,15,15.5,1500,118,0.991
20,1,9,14,15.5,1496,118,0.991
4096,15,0,3,15,1455,110,0.8997
,,,,,,,
Larvesta,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,1496,127,1
2,14,15,15,40,1488,127,0.9942
3,15,15,14,40,1492,126,0.9921
4,15,14,15,40,1490,127,0.9918
5,13,15,15,40,1479,127,0.9883
6,14,15,14,40,1483,126,0.9863
7,14,14,15,40,1481,127,0.986
8,15,15,15,39.5,1486,126,0.985
9,15,15,13,40,1487,125,0.9843
10,15,14,14,40,1486,126,0.984
11,15,13,15,40,1484,127,0.9836
12,12,15,15,40,1470,127,0.9825
13,13,15,14,40,1474,126,0.9805
14,13,14,15,40,1473,127,0.9802
15,14,15,15,39.5,1477,126,0.9793
16,14,15,13,40,1478,125,0.9785
17,14,14,14,40,1477,126,0.9782
18,15,15,15,39,1475,126,0.978
19,14,13,15,40,1475,127,0.9779
20,15,15,14,39.5,1481,125,0.9772
4096,0,0,0,40,1217,115,0.7245
,,,,,,,
Volcarona,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,9,15,15.5,1499,112,1
2,0,14,10,15.5,1500,109,0.9978
3,0,12,12,15.5,1500,110,0.997
4,0,10,14,15.5,1499,111,0.9961
5,0,8,15,15.5,1495,112,0.9949
6,4,15,15,15,1495,110,0.9941
7,1,7,15,15.5,1497,112,0.9936
8,0,15,9,15.5,1500,108,0.9935
9,0,15,8,15.5,1497,108,0.9935
10,5,14,15,15,1497,110,0.9929
11,0,13,11,15.5,1500,109,0.9929
12,0,13,10,15.5,1496,109,0.9929
13,6,15,13,15,1499,109,0.9924
14,1,14,8,15.5,1499,108,0.9924
15,2,6,15,15.5,1499,112,0.9923
16,0,11,13,15.5,1500,110,0.9921
17,0,11,12,15.5,1496,110,0.9921
18,6,13,15,15,1499,110,0.9917
19,1,12,10,15.5,1498,109,0.9917
20,2,13,8,15.5,1500,108,0.9912
4096,15,0,3,15,1455,103,0.8978
,,,,,,,
Cobalion,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,12,11,19,1498,128,1
2,0,10,13,19,1499,129,0.9994
3,0,8,15,19,1499,130,0.9988
4,3,14,14,18.5,1498,128,0.9971
5,1,10,11,19,1500,128,0.9969
6,0,15,8,19,1497,126,0.9966
7,0,13,10,19,1498,127,0.9963
8,1,8,13,19,1500,129,0.9962
9,2,15,15,18.5,1497,128,0.9961
10,2,15,14,18.5,1493,128,0.9961
11,0,11,12,19,1499,128,0.9959
12,0,11,11,19,1495,128,0.9959
13,0,9,14,19,1499,129,0.9953
14,0,9,13,19,1496,129,0.9953
15,0,7,15,19,1496,130,0.9946
16,4,12,14,18.5,1500,128,0.994
17,1,15,6,19,1498,125,0.9939
18,1,13,8,19,1499,126,0.9936
19,3,15,13,18.5,1498,127,0.9934
20,1,11,10,19,1500,127,0.9932
4096,15,0,2,18,1461,119,0.9023
,,,,,,,
Terrakion,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,15,15,1498,115,1
2,0,15,14,15,1495,115,1
3,1,14,15,15,1500,115,0.999
4,1,14,14,15,1497,115,0.999
5,2,15,12,15,1500,114,0.9989
6,2,13,14,15,1499,115,0.998
7,0,14,15,15,1495,115,0.9952
8,0,14,14,15,1491,115,0.9952
9,1,15,13,15,1497,114,0.9951
10,1,15,12,15,1494,114,0.9951
11,1,13,15,15,1497,115,0.9941
12,1,13,14,15,1493,115,0.9941
13,2,14,13,15,1499,114,0.9941
14,2,14,12,15,1496,114,0.9941
15,3,15,10,15,1499,113,0.9939
16,2,12,15,15,1499,115,0.9931
17,2,12,14,15,1495,115,0.9931
18,3,13,12,15,1498,114,0.9931
19,3,11,14,15,1497,115,0.992
20,4,12,12,15,1500,114,0.992
4096,15,6,1,14.5,1451,106,0.9015
,,,,,,,
Virizion,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,12,11,19,1498,128,1
2,0,10,13,19,1499,129,0.9994
3,0,8,15,19,1499,130,0.9988
4,3,14,14,18.5,1498,128,0.9971
5,1,10,11,19,1500,128,0.9969
6,0,15,8,19,1497,126,0.9966
7,0,13,10,19,1498,127,0.9963
8,1,8,13,19,1500,129,0.9962
9,2,15,15,18.5,1497,128,0.9961
10,2,15,14,18.5,1493,128,0.9961
11,0,11,12,19,1499,128,0.9959
12,0,11,11,19,1495,128,0.9959
13,0,9,14,19,1499,129,0.9953
14,0,9,13,19,1496,129,0.9953
15,0,7,15,19,1496,130,0.9946
16,4,12,14,18.5,1500,128,0.994
17,1,15,6,19,1498,125,0.9939
18,1,13,8,19,1499,126,0.9936
19,3,15,13,18.5,1498,127,0.9934
20,1,11,10,19,1500,127,0.9932
4096,15,0,2,18,1461,119,0.9023
,,,,,,,
Tornadus Incarnate Forme,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,1,15,15,16.5,1498,110,1
2,2,14,15,16.5,1500,110,0.9981
3,0,15,15,16.5,1493,110,0.9963
4,2,15,14,16.5,1500,109,0.9946
5,2,15,13,16.5,1496,109,0.9946
6,1,14,15,16.5,1494,110,0.9944
7,3,14,13,16.5,1498,109,0.9928
8,2,13,15,16.5,1495,110,0.9925
9,1,15,14,16.5,1494,109,0.9909
10,1,15,13,16.5,1491,109,0.9909
11,4,13,13,16.5,1499,109,0.9908
12,0,14,15,16.5,1488,110,0.9907
13,3,12,15,16.5,1497,110,0.9906
14,0,7,14,17,1499,111,0.9895
15,3,15,12,16.5,1498,108,0.9892
16,0,15,5,17,1499,106,0.9891
17,2,14,14,16.5,1496,109,0.9891
18,2,14,13,16.5,1492,109,0.9891
19,5,12,13,16.5,1500,109,0.9889
20,1,13,15,16.5,1490,110,0.9888
4096,15,1,0,16.5,1457,102,0.8996
,,,,,,,
Tornadus Therian Forme,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,11,17.5,1497,111,1
2,1,14,11,17.5,1500,111,0.9993
3,0,13,13,17.5,1497,112,0.9991
4,1,12,13,17.5,1500,112,0.9983
5,0,11,15,17.5,1497,113,0.9981
6,1,10,15,17.5,1500,113,0.9972
7,1,15,10,17.5,1500,110,0.9952
8,1,15,9,17.5,1496,110,0.9952
9,0,14,12,17.5,1497,111,0.9951
10,0,14,11,17.5,1493,111,0.9951
11,2,14,9,17.5,1498,110,0.9944
12,1,13,12,17.5,1500,111,0.9944
13,1,13,11,17.5,1496,111,0.9944
14,0,12,14,17.5,1497,112,0.9942
15,0,12,13,17.5,1493,112,0.9942
16,2,12,11,17.5,1498,111,0.9936
17,1,11,14,17.5,1500,112,0.9934
18,1,11,13,17.5,1496,112,0.9934
19,0,10,15,17.5,1493,113,0.9931
20,2,10,13,17.5,1498,112,0.9925
4096,15,1,2,17,1458,104,0.9011
,,,,,,,
Thundurus Incarnate Forme,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,1,15,15,16.5,1498,110,1
2,2,14,15,16.5,1500,110,0.9981
3,0,15,15,16.5,1493,110,0.9963
4,2,15,14,16.5,1500,109,0.9946
5,2,15,13,16.5,1496,109,0.9946
6,1,14,15,16.5,1494,110,0.9944
7,3,14,13,16.5,1498,109,0.9928
8,2,13,15,16.5,1495,110,0.9925
9,1,15,14,16.5,1494,109,0.9909
10,1,15,13,16.5,1491,109,0.9909
11,4,13,13,16.5,1499,109,0.9908
12,0,14,15,16.5,1488,110,0.9907
13,3,12,15,16.5,1497,110,0.9906
14,0,7,14,17,1499,111,0.9895
15,3,15,12,16.5,1498,108,0.9892
16,0,15,5,17,1499,106,0.9891
17,2,14,14,16.5,1496,109,0.9891
18,2,14,13,16.5,1492,109,0.9891
19,5,12,13,16.5,1500,109,0.9889
20,1,13,15,16.5,1490,110,0.9888
4096,15,1,0,16.5,1457,102,0.8996
,,,,,,,
Thundurus Therian Forme,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,1,15,15,15,1497,105,1
2,2,14,15,15,1498,105,0.9977
3,0,15,15,15,1492,105,0.9966
4,3,13,15,15,1499,105,0.9953
5,1,14,15,15,1493,105,0.9943
6,2,15,14,15,1499,104,0.9938
7,4,12,15,15,1499,105,0.9929
8,2,13,15,15,1494,105,0.992
9,3,14,14,15,1499,104,0.9915
10,0,14,15,15,1488,105,0.991
11,5,11,15,15,1500,105,0.9905
12,1,15,14,15,1494,104,0.9905
13,3,12,15,15,1494,105,0.9896
14,4,13,14,15,1500,104,0.9891
15,0,13,6,15.5,1499,102,0.989
16,0,8,12,15.5,1500,105,0.9889
17,1,13,15,15,1489,105,0.9886
18,2,14,14,15,1494,104,0.9882
19,3,15,13,15,1500,103,0.9876
20,3,15,12,15,1496,103,0.9876
4096,15,0,3,15,1455,98,0.8942
,,,,,,,
Reshiram,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,13,8,14,1500,106,1
2,5,15,14,13.5,1500,107,0.9999
3,5,15,13,13.5,1497,107,0.9999
4,0,15,6,14,1500,105,0.9994
5,6,14,13,13.5,1499,107,0.9991
6,4,15,15,13.5,1498,107,0.9964
7,4,15,14,13.5,1495,107,0.9964
8,4,15,13,13.5,1492,107,0.9964
9,0,6,14,14,1497,109,0.9962
10,0,8,12,14,1497,108,0.9961
11,0,10,10,14,1497,107,0.9959
12,0,12,8,14,1497,106,0.9955
13,5,14,15,13.5,1500,107,0.9955
14,5,14,14,13.5,1497,107,0.9955
15,5,14,13,13.5,1494,107,0.9955
16,1,5,14,14,1499,109,0.9952
17,1,7,12,14,1499,108,0.9952
18,1,9,10,14,1499,107,0.995
19,0,14,7,14,1500,105,0.995
20,0,14,6,14,1497,105,0.995
4096,14,0,0,13.5,1448,100,0.9005
,,,,,,,
Zekrom,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,13,8,14,1500,106,1
2,5,15,14,13.5,1500,107,0.9999
3,5,15,13,13.5,1497,107,0.9999
4,0,15,6,14,1500,105,0.9994
5,6,14,13,13.5,1499,107,0.9991
6,4,15,15,13.5,1498,107,0.9964
7,4,15,14,13.5,1495,107,0.9964
8,4,15,13,13.5,1492,107,0.9964
9,0,6,14,14,1497,109,0.9962
10,0,8,12,14,1497,108,0.9961
11,0,10,10,14,1497,107,0.9959
12,0,12,8,14,1497,106,0.9955
13,5,14,15,13.5,1500,107,0.9955
14,5,14,14,13.5,1497,107,0.9955
15,5,14,13,13.5,1494,107,0.9955
16,1,5,14,14,1499,109,0.9952
17,1,7,12,14,1499,108,0.9952
18,1,9,10,14,1499,107,0.995
19,0,14,7,14,1500,105,0.995
20,0,14,6,14,1497,105,0.995
4096,14,0,0,13.5,1448,100,0.9005
,,,,,,,
Landorus Incarnate Forme,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,14,15.5,1499,115,1
2,1,15,12,15.5,1498,114,0.9951
3,0,14,15,15.5,1499,115,0.9949
4,0,14,14,15.5,1495,115,0.9949
5,2,14,12,15.5,1500,114,0.9938
6,1,13,14,15.5,1497,115,0.9936
7,2,12,14,15.5,1499,115,0.9923
8,0,15,13,15.5,1496,114,0.9913
9,0,15,12,15.5,1492,114,0.9913
10,2,15,11,15.5,1500,113,0.9901
11,2,15,10,15.5,1497,113,0.9901
12,1,14,13,15.5,1498,114,0.9901
13,1,14,12,15.5,1494,114,0.9901
14,0,13,15,15.5,1495,115,0.9898
15,0,13,14,15.5,1491,115,0.9898
16,3,14,10,15.5,1499,113,0.9889
17,2,13,13,15.5,1499,114,0.9888
18,2,13,12,15.5,1496,114,0.9888
19,1,12,15,15.5,1497,115,0.9885
20,1,12,14,15.5,1493,115,0.9885
4096,15,4,3,15,1453,107,0.899
,,,,,,,
Landorus Therian Forme,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,2,15,14,14,1498,109,1
2,3,14,14,14,1499,109,0.9983
3,1,15,15,14,1496,109,0.9966
4,1,15,14,14,1493,109,0.9966
5,2,14,15,14,1498,109,0.9948
6,2,14,14,14,1494,109,0.9948
7,3,15,13,14,1500,108,0.9942
8,3,15,12,14,1496,108,0.9942
9,0,15,15,14,1491,109,0.9931
10,0,15,14,14,1488,109,0.9931
11,3,13,15,14,1499,109,0.9931
12,3,13,14,14,1496,109,0.9931
13,0,10,8,14.5,1500,108,0.9929
14,4,14,12,14,1498,108,0.9925
15,5,15,10,14,1500,107,0.9918
16,0,8,10,14.5,1499,109,0.9915
17,1,14,15,14,1493,109,0.9914
18,1,14,14,14,1489,109,0.9914
19,4,12,15,14,1500,109,0.9913
20,4,12,14,14,1497,109,0.9913
4096,14,0,0,14,1450,102,0.899
,,,,,,,
Kyurem,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,1,15,15,15.5,1495,136,1
2,2,14,15,15.5,1497,136,0.9986
3,3,13,15,15.5,1499,136,0.9972
4,2,15,14,15.5,1498,135,0.9967
5,2,15,13,15.5,1495,135,0.9967
6,0,15,15,15.5,1489,136,0.996
7,3,14,14,15.5,1500,135,0.9953
8,3,14,13,15.5,1497,135,0.9953
9,0,9,11,16,1500,136,0.9947
10,1,14,15,15.5,1491,136,0.9946
11,0,13,5,16,1499,133,0.9945
12,4,13,13,15.5,1499,135,0.9938
13,3,15,12,15.5,1498,134,0.9933
14,3,15,11,15.5,1496,134,0.9933
15,2,13,15,15.5,1493,136,0.9932
16,0,10,9,16,1498,135,0.9929
17,1,15,14,15.5,1492,135,0.9926
18,1,15,13,15.5,1489,135,0.9926
19,0,14,4,16,1500,132,0.9924
20,0,6,15,16,1499,138,0.9924
4096,15,5,3,15,1452,127,0.9033
,,,,,,,
Black Kyurem,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,14,12,1500,119,1
2,0,14,15,12,1499,119,0.9949
3,0,14,14,12,1496,119,0.9949
4,1,15,12,12,1499,118,0.9948
5,1,15,11,12,1496,118,0.9948
6,1,13,15,12,1500,119,0.9931
7,1,13,14,12,1497,119,0.9931
8,2,14,12,12,1500,118,0.993
9,2,14,11,12,1497,118,0.993
10,3,15,9,12,1500,117,0.9927
11,0,15,13,12,1497,118,0.9916
12,0,15,12,12,1494,118,0.9916
13,0,15,11,12,1491,118,0.9916
14,2,12,14,12,1498,119,0.9912
15,3,13,11,12,1498,118,0.9911
16,0,13,15,12,1495,119,0.9899
17,0,13,14,12,1493,119,0.9899
18,1,14,13,12,1498,118,0.9898
19,1,14,12,12,1495,118,0.9898
20,1,14,11,12,1492,118,0.9898
4096,15,7,1,11.5,1439,110,0.8912
,,,,,,,
White Kyurem,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,14,12,1500,119,1
2,0,14,15,12,1499,119,0.9949
3,0,14,14,12,1496,119,0.9949
4,1,15,12,12,1499,118,0.9948
5,1,15,11,12,1496,118,0.9948
6,1,13,15,12,1500,119,0.9931
7,1,13,14,12,1497,119,0.9931
8,2,14,12,12,1500,118,0.993
9,2,14,11,12,1497,118,0.993
10,3,15,9,12,1500,117,0.9927
11,0,15,13,12,1497,118,0.9916
12,0,15,12,12,1494,118,0.9916
13,0,15,11,12,1491,118,0.9916
14,2,12,14,12,1498,119,0.9912
15,3,13,11,12,1498,118,0.9911
16,0,13,15,12,1495,119,0.9899
17,0,13,14,12,1493,119,0.9899
18,1,14,13,12,1498,118,0.9898
19,1,14,12,12,1495,118,0.9898
20,1,14,11,12,1492,118,0.9898
4096,15,7,1,11.5,1439,110,0.8912
,,,,,,,
Keldeo Ordinary Forme,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,15,15,1498,115,1
2,0,15,14,15,1495,115,1
3,1,14,15,15,1500,115,0.999
4,1,14,14,15,1497,115,0.999
5,2,15,12,15,1500,114,0.9989
6,2,13,14,15,1499,115,0.998
7,0,14,15,15,1495,115,0.9952
8,0,14,14,15,1491,115,0.9952
9,1,15,13,15,1497,114,0.9951
10,1,15,12,15,1494,114,0.9951
11,1,13,15,15,1497,115,0.9941
12,1,13,14,15,1493,115,0.9941
13,2,14,13,15,1499,114,0.9941
14,2,14,12,15,1496,114,0.9941
15,3,15,10,15,1499,113,0.9939
16,2,12,15,15,1499,115,0.9931
17,2,12,14,15,1495,115,0.9931
18,3,13,12,15,1498,114,0.9931
19,3,11,14,15,1497,115,0.992
20,4,12,12,15,1500,114,0.992
4096,15,6,1,14.5,1451,106,0.9015
,,,,,,,
Keldeo Resolute Forme,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,15,15,1498,115,1
2,0,15,14,15,1495,115,1
3,1,14,15,15,1500,115,0.999
4,1,14,14,15,1497,115,0.999
5,2,15,12,15,1500,114,0.9989
6,2,13,14,15,1499,115,0.998
7,0,14,15,15,1495,115,0.9952
8,0,14,14,15,1491,115,0.9952
9,1,15,13,15,1497,114,0.9951
10,1,15,12,15,1494,114,0.9951
11,1,13,15,15,1497,115,0.9941
12,1,13,14,15,1493,115,0.9941
13,2,14,13,15,1499,114,0.9941
14,2,14,12,15,1496,114,0.9941
15,3,15,10,15,1499,113,0.9939
16,2,12,15,15,1499,115,0.9931
17,2,12,14,15,1495,115,0.9931
18,3,13,12,15,1498,114,0.9931
19,3,11,14,15,1497,115,0.992
20,4,12,12,15,1500,114,0.992
4096,15,6,1,14.5,1451,106,0.9015
,,,,,,,
Meloetta Aria Forme,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,15,14,1499,119,1
2,0,15,14,14,1496,119,1
3,1,14,14,14,1498,119,0.9998
4,0,14,15,14,1496,119,0.9958
5,0,14,14,14,1492,119,0.9958
6,1,13,15,14,1498,119,0.9956
7,1,13,14,14,1495,119,0.9956
8,1,15,13,14,1498,118,0.9956
9,1,15,12,14,1495,118,0.9956
10,2,12,14,14,1498,119,0.9954
11,2,14,12,14,1498,118,0.9954
12,0,9,5,14.5,1500,117,0.9928
13,0,7,7,14.5,1500,118,0.9928
14,0,5,9,14.5,1500,119,0.9925
15,0,3,11,14.5,1500,120,0.9922
16,0,1,13,14.5,1500,121,0.9917
17,0,13,15,14,1492,119,0.9917
18,0,13,14,14,1489,119,0.9917
19,0,15,13,14,1492,118,0.9916
20,0,15,12,14,1489,118,0.9916
4096,15,3,1,13.5,1449,110,0.8976
,,,,,,,
Meloetta Pirouette Forme,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,9,11,14.5,1500,120,1
2,0,14,5,14.5,1500,117,0.9997
3,0,12,7,14.5,1499,118,0.9983
4,0,7,13,14.5,1499,121,0.9981
5,3,15,15,14,1500,119,0.9977
6,3,15,14,14,1496,119,0.9977
7,0,10,9,14.5,1498,119,0.9967
8,4,14,14,14,1498,119,0.9964
9,0,15,4,14.5,1500,116,0.9961
10,0,5,15,14.5,1498,122,0.996
11,1,9,9,14.5,1500,119,0.9954
12,5,13,14,14,1500,119,0.9951
13,0,8,12,14.5,1500,120,0.9949
14,0,8,11,14.5,1497,120,0.9949
15,0,13,6,14.5,1499,117,0.9948
16,0,13,5,14.5,1496,117,0.9948
17,1,4,15,14.5,1499,122,0.9945
18,2,15,15,14,1494,119,0.994
19,2,15,14,14,1491,119,0.994
20,1,12,5,14.5,1498,117,0.9935
4096,13,0,1,14,1452,112,0.9016
,,,,,,,
Genesect,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,2,15,14,16.5,1500,102,1
2,1,15,15,16.5,1498,102,0.9961
3,1,15,14,16.5,1494,102,0.9961
4,2,14,15,16.5,1500,102,0.9953
5,2,14,14,16.5,1496,102,0.9953
6,3,13,14,16.5,1499,102,0.9946
7,0,15,15,16.5,1492,102,0.9921
8,0,15,14,16.5,1488,102,0.9921
9,0,15,6,17,1500,99,0.9921
10,1,14,15,16.5,1494,102,0.9914
11,1,14,14,16.5,1490,102,0.9914
12,2,13,15,16.5,1497,102,0.9907
13,2,13,14,16.5,1493,102,0.9907
14,2,15,13,16.5,1496,101,0.9902
15,3,12,15,16.5,1499,102,0.9899
16,3,12,14,16.5,1495,102,0.9899
17,3,14,13,16.5,1498,101,0.9894
18,4,11,14,16.5,1497,102,0.989
19,0,6,14,17,1500,103,0.9888
20,0,8,12,17,1500,102,0.9887
4096,14,0,0,16.5,1457,94,0.8975
,,,,,,,
Chespin,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,1096,128,1
2,15,15,14,40,1093,128,1
3,15,15,15,39.5,1088,128,0.9929
4,15,15,13,40,1089,127,0.9922
5,14,15,15,40,1087,128,0.992
6,14,15,14,40,1084,128,0.992
7,15,14,15,40,1091,128,0.9917
8,15,14,14,40,1088,128,0.9917
9,15,15,14,39.5,1085,127,0.9851
10,14,15,15,39.5,1079,128,0.9849
11,15,14,15,39.5,1084,128,0.9847
12,15,15,12,40,1086,126,0.9844
13,14,15,13,40,1080,127,0.9843
14,13,15,15,40,1078,128,0.984
15,13,15,14,40,1075,128,0.984
16,15,14,13,40,1085,127,0.984
17,14,14,15,40,1083,128,0.9838
18,14,14,14,40,1079,128,0.9838
19,15,13,15,40,1087,128,0.9835
20,15,13,14,40,1083,128,0.9835
4096,0,0,0,40,860,116,0.6986
,,,,,,,
Quilladin,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,14,15,37.5,1499,132,1
2,1,14,15,37,1498,132,0.9994
3,1,14,13,37.5,1500,131,0.9992
4,0,15,15,37,1492,132,0.9984
5,0,15,14,37.5,1499,131,0.9983
6,0,15,13,37.5,1494,131,0.9983
7,0,15,11,38,1496,130,0.998
8,1,15,14,37,1498,131,0.9977
9,1,15,12,37.5,1500,130,0.9974
10,0,11,15,38,1496,133,0.9971
11,0,11,13,38.5,1499,132,0.9969
12,3,15,15,36,1500,131,0.9961
13,0,12,14,38,1497,132,0.9956
14,0,12,12,38.5,1499,131,0.9953
15,1,12,15,37.5,1500,132,0.995
16,0,7,15,39,1500,134,0.995
17,2,12,15,37,1499,132,0.9944
18,0,13,15,37.5,1494,132,0.9941
19,0,13,13,38,1497,131,0.9939
20,0,8,14,39,1500,133,0.9936
4096,0,0,0,40,1422,123,0.8867
,,,,,,,
Chesnaught,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,1,15,15,19,1499,127,1
2,2,15,13,19,1500,126,0.997
3,0,8,13,19.5,1500,128,0.9964
4,0,13,8,19.5,1500,125,0.996
5,2,13,15,19,1500,127,0.9958
6,1,14,15,19,1496,127,0.9954
7,0,15,15,19,1492,127,0.995
8,0,6,15,19.5,1499,129,0.9947
9,0,11,10,19.5,1500,126,0.9947
10,3,15,11,19,1500,125,0.994
11,0,9,12,19.5,1500,127,0.9932
12,3,13,13,19,1500,126,0.9928
13,0,14,7,19.5,1500,124,0.9925
14,2,14,14,19,1500,126,0.9925
15,2,14,13,19,1496,126,0.9925
16,1,15,14,19,1496,126,0.9921
17,1,15,13,19,1493,126,0.9921
18,1,6,13,19.5,1500,128,0.9919
19,1,11,8,19.5,1500,125,0.9917
20,0,7,14,19.5,1500,128,0.9917
4096,15,1,1,18.5,1461,117,0.8979
,,,,,,,
Fennekin,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,1028,106,1
2,15,15,15,39.5,1020,106,0.9929
3,14,15,15,40,1020,106,0.9924
4,15,14,15,40,1023,106,0.9915
